provincia,localidad,nombre,direccion,denominacion_especifica,jurisdiccion _declaratoria,fecha_de_inauguracion,decreto_o_ley,numero_de_decreto_o_ley,,,
Buenos Aires,Luján,"Molino de viento y tahona emplazados en el área II del Complejo Museográfico ""Enrique Udaondo""","Manzana delimitada por las calles Lavalle, Lezica de Torrezuri, 25 de Mayo y Av. Ntra. Sra. de Luján",Bien de Interés Histórico,Nacional,15/5/2007,Decreto,513,,,
Buenos Aires,Luján,Paraje donde se inicio la veneración de V.de Lujan,"Estancia de Rosendo, a 4Km al Noroeste de la estación ferroviaria de Villa Rosa y a 3 Km al Este del río Luján",Lugar Histórico,Nacional,9/3/1989,Decreto,325,,,
Buenos Aires,Luján,"Solar de la casa que habitaron Carlos, Juán  y Florentino Ameghino - Museo Municipal Ameghino de Ciencias Naturales",Las Heras 466,Lugar Histórico,Nacional,4/6/1982,Decreto,1118,,,
Buenos Aires,Luján - Carlos Keen,Zona de preservación de la localidad de Carlos Keen (en su calidad de poblado histórico),s/d,Bien de Interés Histórico,Nacional,15/5/2007,Decreto,513,,,
Buenos Aires,Magdalena,Sociedad Española de Socorros Mutuos y Teatro Español,Goenaga 835,Bien de interés histórico-artístico,Nacional,21/6/2011,Decreto,837,,,
Buenos Aires,Mar del Plata,Capilla de Santa Cecilia,Calle Córdoba entre 3 de Febrero y 9 de Julio,Monumento Histórico,Nacional,30/4/1971,Decreto,793,,,
Buenos Aires,Mar del Plata,Capilla del Instituto Saturnino Unzué,Jujuy 77,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Buenos Aires,Mar del Plata,Casa del Puente,"Calles Matheu, Funes, Saavedra y las vías del FFCC Gral. Roca",Monumento Histórico Artístico,Nacional,20/3/1997,Decreto,262,,,
Buenos Aires,Mar del Plata,"Chalet “Ave María”, residencia veraniega del músico popular Mariano Mores",Alem 2469/99 y Gascón229,Bien de interés histórico,Nacional,29/4/2015,Decreto,714,,,
Buenos Aires,Mar del Plata,ex Cine Teatro Opera,Independencia 1641,Bien de interés histórico-artístico,Nacional,21/6/2011,Decreto,837,,,
Buenos Aires,Mar del Plata,"Hotel Provincial y Casino, la Rambla, las Recovas, la Plaza seca y la Plaza Colón",s/d,Conjunto Urbano Arquitectónico,Nacional,15/4/1999,Decreto,349,,,
Buenos Aires,Mar del Plata,Instituto Saturnino Enrique Unzué,s/d,Monumento Histórico,Nacional,16/5/1997,Decreto,437,,,
Buenos Aires,Mar del Plata,"Predio ubicado sobre el Paseo Costanero ‘Arturo Illia’, Punta Mogotes, coincidente con la ruta provincial N° 11, que une la ciudad de Mar del Plata con la ciudad de Miramar",s/d,Lugar Histórico,Nacional,25/3/2015,Ley,27127,,,
Buenos Aires,Mar del Plata,Teatro Colón y Club Español,"H. Yrigoyen 1652, 57, 65 y 77",Bien de interés histórico-artístico,Nacional,21/6/2011,Decreto,837,,,
Buenos Aires,Mar del Plata,Torre Tanque ornamental,Falucho 993,Monumento Histórico,Nacional,9/12/2013,Decreto,2109,,,
Buenos Aires,Martínez - San Isidro,"Iglesia Parroquial Nuestra Señora de Fátima, casa parroquial y Teatro de la Cova",Av. Del Libertador 13900,Monumento Histórico,Nacional,14/6/2007,Decreto,740,,,
Buenos Aires,Mercedes,"Catedral Basílica ""Nuestra Señora de las Mercedes"", su cripta y la casa parroquial","Calle Nº 24, entre las calles Nºs. 27, 29 y 22 Nº 674",Monumento Histórico,Nacional,15/4/2010,Decreto,492,,,
Buenos Aires,Miranda,Delegación Municipal,Paseo Miranda 7201,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Moreno,Casa de Amancio Alcorta,Coleta Palacios 1992,Monumento Histórico,Nacional,31/12/1969,Decreto,8505,,,
Buenos Aires,Moreno,Puente de Marquez (sobre el Río Las Conchas),s/d,Lugar Histórico,Nacional,18/11/1964,Decreto,9292,,,
Buenos Aires,Morón,Aeronave Pulqui I,Museo Nacional de Aeronáutica,Bien de interés histórico nacional,Nacional,20/5/2015,Decreto,899,,,
Buenos Aires,Morón,Aeronave Pulqui II,Museo Nacional de Aeronáutica,Bien de interés histórico nacional,Nacional,20/5/2015,Decreto,899,,,
Buenos Aires,Morón,Campo de Caseros,s/d,Lugar Histórico,Nacional,21/5/1942,Decreto,120411,,,
Buenos Aires,Morón,"Casa de Caseros, en el Palomar",s/d,Monumento Histórico,Nacional,26/7/1983,Decreto,1868,,,
Buenos Aires,Morón,Ombú (árbol) en el Campo de Caseros,En terrenos del Colegio Militar de la Nación,Árbol Histórico,Nacional,30/1/1946,Decreto,3038,,,
Buenos Aires,Morón,Palomar de Caseros,s/d,Monumento Histórico,Nacional,21/5/1942,Decreto,120411,,,
Buenos Aires,Munro,Museo del Cine Lumiton,s/d,Bien de Interés Histórico,Nacional,20/9/2010,Ley,26634,,,
Buenos Aires,Navarro,Sitio donde se llevó a cabo el fusilamiento del Coronel Manuel Críspulo Dorrego,Sargento Cabral 2354,Lugar Histórico,Nacional,3/9/2003,Decreto,709,,,
Buenos Aires,Olivos,Quinta Presidencial de Olivos (Casa principal),"Villate, Av. Maipú, Malaver y vías del FFCC Mitre",Lugar Histórico,Nacional,15/11/2013,Decreto,1842,,,
Buenos Aires,Pellegrini,Conjunto integrado por la Plaza General José de San Martín y el Palacio Municipal,s/d,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Pergamino,"Reducto Fortificado en la Estación Experimental Agropecuaria INTA. ""Fortín Pergamino""","Adyacencias de la Estancia ""El Talar""",Monumento Histórico,Nacional,22/9/1967,Decreto,6975,,,
Buenos Aires,Pilar,Iglesia Nuestra Señora del Pilar,"Ruta a Salao, a 4 km de Pergamino, en terrenos que ocupa la Estación Experimental Agropecuaria INTA",Monumento Histórico,Nacional,7/12/1994,Ley,24412,,,
Buenos Aires,Pilar,Plaza del Pilar,Lorenzo López entre Rivadavia y Belgrano,Lugar Histórico,Nacional,21/5/1942,Decreto,120411,,,
Buenos Aires,Puan,Cementerio Militar,"Dentro de la manzana comprendida entre las calles Dr. Victoriano de Orturzar, Belgrano, calle ""sin nombre"" y calle Proyectado, en la quinta N° 96",Lugar Histórico,Nacional,4/11/1968,Decreto,6930,,,
Buenos Aires,Punta Lara,Club Universitario de La Plata - Sede Náutica,Almte. Brown y Col. 201,Bien de Interés Arquitectónico Nacional,Nacional,20/10/2015,Decreto,2216,,,
Buenos Aires,Quilmes,Club Pejerrey,s/d,Bien de Interés Histórico,Nacional,22/7/2014,Decreto,1163,,,
Buenos Aires,Quilmes,Iglesia Parroquial de la Inmaculada Concepción,s/d,Lugar Histórico,Nacional,21/12/1970,Decreto,2884,,,
Buenos Aires,Quilmes,Playa de Quilmes,Solar de la actual iglesia Parroquial,Lugar Histórico,Nacional,21/5/1942,Decreto,120411,,,
Buenos Aires,Rauch,Conjunto integrado por el Palacio Municipal y la Plazoleta de la Municipalidad,s/d,Monumento Histórico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Roque Pérez,Casa en la que vivió el Tte.Gral. Juan Domingo Perón,s/d,Lugar Histórico,Nacional,1/7/1998,Ley,25004,,,
Buenos Aires,Saavedra,Combate de Pigüe,B. Mitre e/Azcazubi y Pbtro. Massobrio,Lugar Histórico,Nacional,10/12/1945,Decreto,30825,,,
Buenos Aires,Saavedra,"Primera Conscripción Argentina, en Cura Malal",s/d,Lugar Histórico,Nacional,1/3/1951,Decreto,4314,,,
Buenos Aires,Saldungaray,Conjunto integrado por la Plaza Independencia y la Delegacion Municipal,s/d,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Saldungaray,Matadero Municipal,s/d,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Saldungaray,Portal del Cementerio,Avenida Corrales y la calle Rincón,Monumento Histórico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Salliquelo,Matadero Municipal,Juan José Moreda s/n,Monumento Histórico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Salto,Fortín de la Guardia del Salto,s/d,Lugar Histórico,Nacional,10/8/1981,Decreto,960,,,
Buenos Aires,San Agustín,Delegación Municipal,Calle Hernández entre las calles Sagrada Familia y Martínez,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,San Andrés,Casa de Rosas,Calle 72 Diego Pombo 3324,Lugar Histórico,Nacional,20/5/1998,Ley,24965,,,
Buenos Aires,San Antonio de Areco,Casa de la Intendencia Municipal de San Antonio de Areco,"Lavalle 363, esquina Alsina",Monumento Histórico,Nacional,10/11/1999,Decreto,1305,,,
Buenos Aires,San Antonio de Areco,"Casco de la Estancia ""La Porteña""",s/d,Monumento Histórico,Nacional,10/11/1999,Decreto,1305,,,
Buenos Aires,San Antonio de Areco,El Puente Viejo,"Sobre el Río Areco, continuación calle Moreno de la ciudad y el Camino Ricardo Güiraldes",Monumento Histórico,Nacional,10/11/1999,Decreto,1305,,,
Buenos Aires,San Antonio de Areco,"Parque criollo Ricardo Güiraldes (Museo Gauchesco y la Pulpería ""La Blanqueada"")",s/d,Monumento Histórico,Nacional,10/11/1999,Decreto,1305,,,
Buenos Aires,San Antonio de Areco,Sector del casco urbano de San Antonio de Areco y Estación del Ferrocarril Nuevo Central Argentino,s/d,Bien de Interés Histórico,Nacional,10/11/1999,Decreto,1305,,,
Buenos Aires,San Antonio de Areco,Sepultura de Ricardo Güiraldes,Cementerio de San Antonio de Areco,Sepulcro,Nacional,12/2/2014,Decreto,186,,,
Buenos Aires,San Antonio de Areco,Templo Parroquial de San Antonio de Padua,"Bartolomé Mitre 366, entre Alsina y Arellano",Monumento Histórico,Nacional,10/11/1999,Decreto,1305,,,
Buenos Aires,San Fernando,Adolfo Saldías,Cementerio San Fernando,Sepulcro,Nacional,13/2/1973,Decreto,1220,,,
Buenos Aires,San Fernando,Plaza Mitre,s/d,Lugar Histórico,Nacional,21/7/1983,Decreto,1840,,,
Buenos Aires,San Fernando,"Quinta ""El Ombú""",Avenida del Libertador y Calle General Pinto,Lugar Histórico,Nacional,12/11/1970,Decreto,2284,,,
Buenos Aires,San Isidro,Algarrobo (árbol) en las Barrancas de San Isidro,s/d,Árbol Histórico,Nacional,4/7/1946,Decreto,2232,,,
Buenos Aires,San Isidro,"Casa del Gral. Juan M. de Pueyrredón (""Quinta Pueyrredón"") (sede del Museo Municipal “Brigadier General Juan Martín de Pueyrredón)",Rivera Indarte 48 y Roque Saenz Peña,Monumento Histórico,Nacional,28/10/1941,Decreto,104180,,,
Buenos Aires,San Isidro,Catedral de la Ciudad de San Isidro (solar),"Av. Del Libertador Gral. San Martín, esq. 9 de Julio",Lugar Histórico,Nacional,10/10/1963,Decreto,9226,,,
Buenos Aires,San Isidro,"Paseo ""Tres Ombúes""",s/d,Lugar Histórico,Nacional,10/10/1963,Decreto,9226,,,
Buenos Aires,San Isidro,"Plaza ""Mitre""",s/d,Lugar Histórico,Nacional,10/10/1963,Decreto,9226,,,
Buenos Aires,San Isidro,Quinta Los Naranjos,s/d,Bien de Interés Histórico,Nacional,2/10/2007,Decreto,1284,,,
Buenos Aires,San Isidro,Quinta Los Ombúes,s/d,Monumento Histórico,Nacional,2/10/2007,Decreto,1284,,,
Buenos Aires,San Isidro,Residencia de Victoria Ocampo conocida como Villa Ocampo,Elortondo 1811/37,Monumento Histórico,Nacional,16/5/1997,Decreto,437,,,
Buenos Aires,San Isidro,Sitio partida Expedición de los 33 Orientales,33 orientales y Av. Bartolomé Mitre,Lugar Histórico,Nacional,20/8/1943,Decreto,6115,,,
Buenos Aires,San Martín,"Casa Natal de José Hernández, Chacra Pueyrredón",Carballo 5042,Monumento Histórico,Nacional,13/10/1972,Decreto,7105,,,
Buenos Aires,San Martín,Chacra de Perdriel,s/d,Lugar Histórico,Nacional,21/5/1942,Decreto,120411,,,
Buenos Aires,San Martín,"Ombú en el Museo ""José Hernandez"", sito en la Chacra Pueyrredón",Carballo 5042,Árbol Histórico,Nacional,22/9/1972,Decreto,6502,,,
Buenos Aires,San Miguel del Monte,Fuerte de San Miguel del Monte Gargano,s/d,Lugar Histórico,Nacional,5/4/1968,Decreto,1790,,,
Buenos Aires,San Miguel del Monte,Iglesia y Casa Parroquial San Miguel del Monte,"Hipólito Yrigoyen entre Bartolomé Mitre y Lenadro N. Alem, frente a la Plaza Alsina",Monumento Histórico,Nacional,12/9/1969,Decreto,5238,,,
Buenos Aires,San Nicolás,Casa del Acuerdo en San Nicolás de los Arroyos,De la Nación 143,Monumento Histórico,Nacional,7/6/1957,Decreto,6080,,,
Buenos Aires,San Nicolás,Escuela Nacional Normal Mixta,Intersección de Sarmiento y Lavalle,Lugar Histórico,Nacional,7/1/1975,Decreto,29,,,
Buenos Aires,San Nicolás,La columna que encierra los restos del Cnel. de Marina Juan Bautista Azopardo,s/d,Monumento Histórico,Nacional,28/10/1949,Decreto,27286,,,
Buenos Aires,San Nicolás,"Teatro Municipal ""Rafael Aguiar""",De la Nación esq. Maipú,Monumento Histórico,Nacional,21/6/2011,Decreto,837,,,
Buenos Aires,San Pedro,"Vuelta de Obligado, sobre el río Paraná",s/d,Lugar Histórico,Nacional,21/5/1942,Decreto,120411,,,
Buenos Aires,San Vicente,Predio que perteneciera al ex presidente de la Nación General Juán Domingo Perón y a su señora esposa Da. María Eva Duarte de Perón,s/d,Lugar Histórico,Nacional,28/11/2002,Ley,25712,,,
Buenos Aires,Sarandí,"Sala donde estuviera internada Eva Perón en el Hospital Interzonal General de Agudos ""Pte. Perón""",Anatole France 773,Lugar Histórico,Nacional,23/4/2007,Decreto,393,,,
Buenos Aires,Tandil,Iglesia Parroquial Matriz Santísimo Sacramento,Av. Belgrano 514,Monumento Histórico,Nacional,27/11/2000,Ley,25357,,,
Buenos Aires,Tapalque,Combate de Tapalque y Tapalque Viejo,s/d,Lugar Histórico,Nacional,10/12/1945,Decreto,30825,,,
Buenos Aires,Tigre,Almacén Faggionato,25 de Mayo esquina Estrada,Monumento Histórico,Nacional,4/9/1979,Decreto,2187,,,
Buenos Aires,Tigre,"Casa de la familia Peró. ""Villa Margarita""",Liniers 1396 (y Sargento Díaz),Monumento Histórico,Nacional,4/9/1979,Decreto,2187,,,
Buenos Aires,Tigre,Casa en la calle Esmeralda 304 (Antigua Aduana de Tigre),Esmeralda 304,Monumento Histórico,Nacional,4/9/1979,Decreto,2187,,,
Buenos Aires,Tigre,Casa que habito el Tte. Gral.Angel Pacheco,Dentro del Country Pacheco,Monumento Histórico,Nacional,7/5/1982,Decreto,912,,,
Buenos Aires,Tigre,Club de Regatas La Marina,s/d,Monumento Histórico,Nacional,22/7/2014,Decreto,1163,,,
Buenos Aires,Tigre,Desembarco del Cap. de Navío Santiago de Liniers,s/d,Lugar Histórico,Nacional,4/8/1980,Decreto,1570,,,
Buenos Aires,Tigre,"Ex Centro Clandestino de Detención ""La Anguilera""",s/d,Lugar Histórico,Nacional,2/10/2014,Decreto,1762,,,
Buenos Aires,Tigre,Museo Naval y Centro Naval,Paseo Victorica 602,Monumento Histórico,Nacional,4/9/1979,Decreto,2187,,,
Buenos Aires,Tigre,Tigre Club,Paseo Victorica 900,Monumento Histórico,Nacional,4/9/1979,Decreto,2187,,,
Buenos Aires,Tornquist,Comandancia del Fuerte Argentino,s/d,Monumento Histórico,Nacional,5/4/1968,Decreto,1792,,,
Buenos Aires,Tornquist,Conjunto integrado por la Plaza Ernesto Tornquist y el Palacio Municipal,s/d,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Tornquist,Cruz del Cementerio,Avenida Moreno y calle 38,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Tornquist,Fortín Pavón,"Cuartel V. A 19 Km al oeste de Tornquist, sobre el camino que une las Rutas N°35 y N°33, a orillas del Arroyo Sauce Chico",Lugar Histórico,Nacional,4/8/1980,Decreto,1571,,,
Buenos Aires,Trenque Lauquen,Comandancia del Coronel Villegas,s/d,Monumento Histórico,Nacional,10/4/1958,Decreto,4452,,,
Buenos Aires,Tres Lomas,Conjunto integrado por la Plaza Leandro N. Alem y la Sede Municipal,s/d,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Tres Lomas,Matadero Municipal,Calles Rivadavia y Carlos Gardel,Monumento Histórico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Vedia,Conjunto integrado por la Plaza Rivadavia y el Palacio Municipal,Mariano Rosas y Conrado Villegas,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Vedia,Matadero Municipal,Avenida Villegas 555,Bien de Interés Histórico y Artístico,Nacional,21/7/2014,Decreto,1138,,,
Buenos Aires,Villa Gesell,Primera vivienda familiar de Carlos Idaho Gesell,Calle 302 y Av. 201,Bien de Interés Histórico,Nacional,24/6/2013,Decreto,784,,,
Buenos Aires,Villarino,Paso Pacheco (sobre el Río Colorado),s/d,Lugar Histórico,Nacional,13/10/1943,Decreto,11146,,,
Buenos Aires,Wilde,Planta elevadora de líquidos cloacales (varios lugares - ver Decreto),Las Flores 701,Monumento Histórico,Nacional,15/11/2013,Decreto,1843,,,
Buenos Aires,Zárate,Teatro Coliseo - Sede de la Sociedad Unione Italiana XX de Settembre,19 de marzo 314,Bien de interés histórico-artístico,Nacional,21/6/2011,Decreto,837,,,
Buenos Aires,Zárate,"Zárate Brazo Largo, Complejo Ferrovial ""Unión Nacional"", integrado por los puentes ""Bartolomé Mitre"" y ""Justo José de Urquiza""",s/d,Bien de Interés Histórico,Nacional,16/4/2008,Decreto,653,,,
Buenos Aires,s/d,Faro Segunda Barranca,Carmen de Patagones,Monumento Histórico,Nacional,15/11/2010,Ley,26650,,,
Buenos Aires,s/d,Faro Recalada a Bahía Blanca,Monte Hermoso,Monumento Histórico,Nacional,15/11/2010,Ley,26650,,,
Buenos Aires,s/d,Faro Punta Mogotes,Mar del Plata,Monumento Histórico,Nacional,15/11/2010,Ley,26650,,,
Buenos Aires,s/d,Faro Querandí,Villa Gesell,Monumento Histórico,Nacional,15/11/2010,Ley,26650,,,
Buenos Aires,s/d,Faro Punta Médanos,Partido de la Costa,Monumento Histórico,Nacional,15/11/2010,Ley,26650,,,
Buenos Aires,s/d,Faro San Antonio,Partido de la Costa,Monumento Histórico,Nacional,15/11/2010,Ley,26650,,,
Buenos Aires,Almirante Brown,Casa donde viviera Jorge Luis Borges,Diagonal Brown 301,Bien de Interés Histórico Nacional,Nacional,26/8/2016,Ley,27268,,,
Buenos Aires,Tandil,Edificio donde funciona el Rectorado de la Universidad Nacional del Centro de la Provincia de Buenos Aires,Esquina de las calles Pinto y Chacabuco,Bien de Interés Histórico Nacional,Nacional,18/11/2016,Ley,27298,,,
Buenos Aires,Boulogne Sur Mer,"Casa de Don Avelino Rolón, ubicada en la ""Quinta Santa Rita""",Intersección de las calles Lamadrid y Gorriti,Monumento Histórico,Nacional,2/12/2016,Ley,27313,,,
Buenos Aires,Luján,Predio donde se veneró por primera vez en Luján a la Virgen,s/d,Lugar Històrico Nacional,Nacional,s/d,Decreto,325,,,
Buenos Aires,San Andrés de Giles,Enrique Larrañaga,s/d,Sepulcro Histórico,Nacional,11/8/2017,Decreto,633,,,
Buenos Aires,Pergamino,Centro documental “Ing. Agr. Alejo Von Der Pahlen”, Torre tanque de agua,"Avenida Arturo Frondizi (Ruta Provincial N° 32), Km. 4.5",Bien de Interés Histórico,"Comisión Nacional de Monumentos, de Lugares y de Bienes Históricos (CNMLBH)",s/d,Nacional,11/8/2017,Decreto,636
Buenos Aires,Pergamino,Conjunto de edificios y senderos existentes dentro del polígono  que conforma el casco de la estación experimental agropecuaria Pergamino,"Avenida Arturo Frondizi (Ruta Provincial N° 32), Km. 4.5",Lugar Histórico Nacional,Nacional,11/8/2017,Decreto,636,,,
Buenos Aires,Necochea,"Puente colgante “Presidente Hipólito Irigoyen""",Cruce Rio Quequén Grande,Monumento Histórico Nacional,Nacional,9/8/2017,Decreto,620,,,
Buenos Aires,La Plata,Casa de Gobierno,Calle 5 entre 51 y 53,Monumento Histórico Nacional,Nacional,20/12/2017,Decreto,1055,,,
Buenos Aires,La Plata,Residencia del Gobernador,Calle 6 entre 53 y 51,Monumento Histórico Nacional,Nacional,20/12/2017,Decreto,1055,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Administración de los Mataderos,Lisandro de la Torre y El Resero,Monumento Histórico,Nacional,3/5/1979,Decreto,1021,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Administración de Parques Nacionales,Avenida Santa Fe 690,Monumento Histórico,Nacional,18/4/2001,Ley,25427,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Adolfo Alsina,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Aduana Nacional,Azopardo 350,Monumento Histórico,Nacional,17/9/2009,Decreto,1309,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Aguaribay (árbol) en terrenos del Instituto Bernasconi,s/d,Árbol Histórico,Nacional,23/7/1943,Decreto,3369,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Alte. Guillermo Brown,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
