categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,fuente,jurisdiccion,año_inauguracion,IDSInCA
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Tigre,Museo De Arte Tigre,Paseo Victorica 972,,B1648DVT,11,4512 4528,museodearte@tigre.gov.ar,,DNPyM,Municipal,2006,300918
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Tornquist,Museo Histórico Regional Fuerte Argentino,Gral. Paz 51,,B8160AWA,231,494 0810,mspialtini@yahoo.com.ar,,DNPyM,Municipal,,300936
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Trenque Lauquen,Museo Histórico De Las Campañas Al Desierto Gral. Conrado E. Villegas,San Martín 1150,,B6400CFN,2392,423 673,,,DNPyM,Municipal,,300943
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Trenque Lauquen,Museo Cívico Almafuerte,Almafuerte 174,,B6400AKF,,,,,DNPyM,Municipal,1973,300944
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Tres Arroyos,Museo Municipal José A. Mulazzi,San Martín 323,,B7500IKD,2983,434 555,,,DNPyM,Municipal,1983,300945
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Tres Arroyos,Museo De Bellas Artes De Tres Arroyos,Avda. Moreno 232,,B7500GHP,2983,432 354,,,DNPyM,Privada,1959,300946
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Vicente López,Museo Rómulo Raggio,Gaspar Campos 861,,B1638ARO,11,4791 0868,,,DNPyM,Privada,1983,300973
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Victoria,Museo De La Ciudad Carlos A. Anadón,Avda. Congreso 593,,E3153BEK,3436,421 063,,,DNPyM,Municipal,1986,300974
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Victoria,Museo Ovni Y De La Ciencia,Sarmiento 526,,E3153EZH,3436,427 596,,,DNPyM,Privada,2009,300975
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Adelina,Museo De La Palabra,Luis María Drago 2265,,B1607CYC,11,4766 8746,,,DNPyM,Privada,1985,300979
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Ballester,Museo Argentino De La Gaseosa (Mag),Lacroze 5063 5°A,,B1653BFI,11,4764 6945,info@mag.org.ar,,DNPyM,Privada,,300981
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Ballester,Museo Histórico José Hernández - Chacra Pueyrredón,Presbítero Carballo 5042 (Calle 111),,B1653IPD,11,4847 5035,,,DNPyM,Municipal,1970,300982
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Elisa,El Porvenir - Monumento Histórico Municipal Y Museo Regional,Churruarín S/N,,3265,3447,481 666,,,DNPyM,Municipal,,301002
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Espora,Museo De La Aviación Naval,Base Aeronaval Comandante Espora,,B8107ZAA,2932,487 999,museo_aeronaval@yahoo.com,"www.ara.mil.ar, www.museoaeronaval.ara.mil.ar",DNPyM,Nacional,1998,301004
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Gesell,Museo Y Archivo Histórico Municipal,"Alameda 201 y Calle 303, Pinar del Norte",,7165,2255,468 624,,,DNPyM,Municipal,1991,301007
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Santa Rosa,Museo Histórico Municipal De Villa Santa Rosa,Urquiza 474,,X5133XAG,3574,480 425,,,DNPyM,Municipal,2011,301028
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Villa Santa Rosa,Museo Casa Natal Del Cura Brochero,"Deán Funes, Esq. Luis R. García",,X5133XAG,3574,480 210,,,DNPyM,Privada,1991,301029
Espacios de Exhibición Patrimonial,Museos,Buenos Aires,Virrey del Pino,Museo Histórico Municipal Brigadier Gral. Don Juan Manuel De Rosas,"M. Herrera y Colastiné (Ruta Nac. Nro. 3, Km. 40.2)",,1759,2202,494 757,,,DNPyM,Municipal,,301038
Espacios de Exhibición Patrimonial,,Buenos Aires,Monte Grande,Casa De La Cultura,S.T de Santamarina 432,,1842,,4290 8353,agendadecultura@gmail.com,www.facebook.com/CulturaEstebanEcheverria,Secretaria de Cultura del Municipio de Esteban Echeverría,,,301080
Espacios de Exhibición Patrimonial,,Buenos Aires,Remedios de Escalada,Centro Interactivo De Ciencia Y Tecnología: Abremate,Hipólito Irigoyen 5682 - Lanús,,1826,,5533 5600 int. 5109,cicytabremate@unla.edu.ar,www.unla.edu.ar/cicyt,UNLA,,,301081
Espacios de Exhibición Patrimonial,,Buenos Aires,Vicente López,Fundación Rómulo Raggio,Gaspar Campos 861,,,,,,,Red de Espacios Culturales Vicente López,s/d,0,301149
Espacios de Exhibición Patrimonial,,Buenos Aires,Vicente López,Dacil Urbana,Cazadores de Coquimbo 2841,,,,,,,Red de Espacios Culturales Vicente López,s/d,0,301150
Espacios de Exhibición Patrimonial,,Buenos Aires,Vicente López,Museo Antártico Fundación Marambio,Cerrito 4093,,,,,,,Red de Espacios Culturales Vicente López,s/d,0,301151
Espacios de Exhibición Patrimonial,,Buenos Aires,Vicente López,Museo Lumiton,Sargento Cabral 2354,,,,,,,Red de Espacios Culturales Vicente López,s/d,0,301152
Espacios de Exhibición Patrimonial,Museos,Catamarca,Andalgala,Museo Mineralógico Y Folklórico Municipal,San Martín y Schmidt,,4740,,,,,DNPyM,Municipal,,300020
Espacios de Exhibición Patrimonial,Museos,Catamarca,Andalgala,Museo Arqueológico Provincial Samuel Alejandro Lafone Quevedo,Pérez de Zurita 640,,K4740BKL,3835,442 2381,,,DNPyM,Provincial,1968,300021
Espacios de Exhibición Patrimonial,Museos,Catamarca,Andalgalá,Museo Mineralógico Municipal Francisco Vera,Pérez de Zurita S/N. Ciudad De Andalgalá.,,4740,,,,,DNPyM,Municipal,,300022
Espacios de Exhibición Patrimonial,Museos,Catamarca,Andalgalá,Museo De Sitio Muschaka. Complejo Turístico Minero,Choya Andalgalá,,4740,,,,,DNPyM,Municipal,,300023
Espacios de Exhibición Patrimonial,Museos,Catamarca,Antofagasta de la Sierra,Museo Mineralógico De La Puna,Av. San Martín S/N,,4705,,,,,DNPyM,Privada,,300025
Espacios de Exhibición Patrimonial,Museos,Catamarca,Antofagasta de la Sierra,Museo Del Hombre,Plaza 9 de Julio,,4705,,,,,DNPyM,Municipal,,300026
Espacios de Exhibición Patrimonial,Museos,Catamarca,Belén,Museo Arqueológico Provincial Cóndor Huasi,"San Martín 310. Galería Misael, Planta alta",,K4750BXH,,,,,DNPyM,Provincial,1948,300058
Espacios de Exhibición Patrimonial,Museos,Catamarca,Corral Quemado,Museo Integral De Corral Quemado,Corral Quemado,,4751,,,,,DNPyM,Municipal,,300316
Espacios de Exhibición Patrimonial,Museos,Catamarca,Fiambalá,Museo De Los Seismiles,Centro Cívico-Cultural,,5345,3837,496 250,,,DNPyM,Municipal,,300364
Espacios de Exhibición Patrimonial,Museos,Catamarca,Fiambalá,Museo De Sitio De La Comandancia De Armas,Barrio San Pedro,,5345,3837,449 6016,,,DNPyM,Municipal,,300365
Espacios de Exhibición Patrimonial,Museos,Catamarca,Fiambalá,Museo Del Hombre,Abaucan S/N,,5345,3837,449 6250,direcciondeculturayeducacion@tinogasta.com.ar,,DNPyM,Municipal,1997,300366
Espacios de Exhibición Patrimonial,Museos,Catamarca,Hualfin,Museo Arqueológico De Hualfin,Calle Principal,,4751,3835,447 3001,,,DNPyM,Municipal,,300410
Espacios de Exhibición Patrimonial,Museos,Catamarca,La Higuera,Estancia Jesuítica La Candelaria,La Candelaria - Departamento Cruz del Eje,,X5285AEB,351,433 3425,,,DNPyM,Provincial,,300444
Espacios de Exhibición Patrimonial,Museos,Catamarca,La Higuera,Museo Popular De Historia Regional Macat Henen,Calle Pública S/N,,X5285AEB,,,,,DNPyM,,2011,300445
Espacios de Exhibición Patrimonial,Museos,Catamarca,Mutquin,Museo Arqueológico E Histótirico Municipal De Mutquin,Pje. Bicentenario S/N,,5317,,,,,DNPyM,Municipal,,300579
Espacios de Exhibición Patrimonial,Museos,Catamarca,Puerta de San José,Museo De Puerta De San José,Puerta de San José,,4751,,,,,DNPyM,Municipal,,300627
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Museo Provincial De La Fiesta Nacional E Internacional Del Poncho,Av. México S/N - Predio Ferial Catamarca,,4700,383,443 7564,,,DNPyM,Provincial,,300769
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Museo Arqueológico Adán Quiroga,Sarmiento 450,,4700,383,443 7413,,,DNPyM,Mixta: Orden Franciscana y Municipalidad de San Fernando del Valle de Catamarca.,,300770
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Museo Esquiú,"Convento de San Francisco, Esquiú 554",,4700,,,acevedosilvina@cedeconet.com.ar,,DNPyM,Mixta: Orden Franciscana y Municipalidad de San Fernando del Valle de Catamarca.,,300771
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Centro De Interpretación Del Pueblo Perdido,Ruta Prov. 4 Km 4,,4700,,,,,DNPyM,Municipal,,300772
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Casa Caravatti. Museo De La Ciudad,Rivadavia 1050,,4700,,,turismoycultura@sfvcatamarca.gov.ar - cultura@sfvcatamarca.gov.ar,www.sfvcatamarca.gov.ar,DNPyM,Municipal,,300773
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Museo Provincial De Bellas Artes Laureano Brizuela,San Martín 316,,4700,383,443 7563,museobellasartescat@yahoo.com.ar,,DNPyM,Provincial,1939,300774
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Museo Folklórico Provincial Juan Alfonso Carrizo,"Paseo General Navarro, subsuelo (La Alameda)",,4700,383,445 9896,,,DNPyM,Provincial,1980,300775
Espacios de Exhibición Patrimonial,Museos,Catamarca,San Fernando del Valle de Catamarca,Museo Histórico De La Provincia,Chacabuco 425,,4700,383,443 7562,patrisaseta@hotmail.com,,DNPyM,Provincial,1977,300776
Espacios de Exhibición Patrimonial,Museos,Catamarca,Santa María,Museo Arqueológico Provincial Eric Boman,"San Martín, Esq. Belgrano, Centro Cultural",,4139,3838,442 1083,,,DNPyM,Provincial,,300884
Espacios de Exhibición Patrimonial,Museos,Catamarca,Tinogasta,Museo Arqueológico Dr. Guillermo Rafael Alanís,Copiapó 488,,K5340AMJ,,,,,DNPyM,Privada,,300929
Espacios de Exhibición Patrimonial,Museos,Catamarca,Tinogasta,Museo Arqueológico De Tinogasta Tulio Robaudi,"Constitución 750, Centro Cultural",,K5340AKR,,,,,DNPyM,Municipal,,300930
Espacios de Exhibición Patrimonial,Museos,Catamarca,Ubicado a 5 Km. de la ciudad de Londres,Museo Y Centro De Interpretación Del Sitio El Shincal,"Sitio Arqueológico ""EL Shincal""",,4751,3835,449 1019,,,DNPyM,Municipal,,300952
Espacios de Exhibición Patrimonial,Museos,Catamarca,Villa Vil,Museo Comunitario De Barranca Larga,Ruta Prov. 43,,4741,,,,,DNPyM,,,301033
Espacios de Exhibición Patrimonial,Museos,Catamarca,Villa Vil,Museo Integral De Laguna Blanca,Reserva de la biosfera de Laguna Blanca,,4741,3835,445 2001,,,DNPyM,Nacional,,301034
Espacios de Exhibición Patrimonial,,Catamarca,San Fernando del Valle de Catamarca,Casa Natal De Fray Mamerto Esquiú,Ruta Provincial 1,,4709,3834,49 2003,intendentefme@cedeconet.com.ar,,CNMLH - Enlace SInCA,Municipal,,301083
Espacios de Exhibición Patrimonial,,Catamarca,San Fernando del Valle de Catamarca,Cuesta Del Portezuelo,El Portezuelo,,4707,,,,,Dirección Provincial de Patrimonio Cultural - Enlace SInCA,Provincial,,301084
Espacios de Exhibición Patrimonial,Museos,Chaco,Barranqueras,Museo Del Centenario Casita De Barranqueras,Av. Laprida 5355,,H3503HSH,,,,,DNPyM,Provincial,,300055
Espacios de Exhibición Patrimonial,Museos,Chaco,Charata,Museo Regional Municipal Del Sudoeste Chaqueño,Avda. Gral. San Martín 263,,H3730AQC,731,421 533,,,DNPyM,Municipal,1986,300115
Espacios de Exhibición Patrimonial,Museos,Chaco,Colonia Benítez,"Museo, Casa Y Jardín Botánico Augusto Schulz",Av. Schulz 150,,3505,,,,,DNPyM,Provincial y Municipal,,300268
Espacios de Exhibición Patrimonial,Museos,Chaco,Isla del Cerrito,Museo Histórico Regional De La Isla Del Cerrito,Casco Histórico - Isla del Cerrito,,3518,362,496 296,,,DNPyM,Provincial y Municipal,,300424
Espacios de Exhibición Patrimonial,Museos,Chaco,La Tigra,Museo Regional La Tigra - Herramientas Que Hicieron Chaco,Planta Urbana,,3701,3732,494 057,,,DNPyM,Privada,,300484
Espacios de Exhibición Patrimonial,Museos,Chaco,Lapachito,Museo Hortencio Quijano,Villa Quijano (2 Km de Planta Urbana),,3514,,,,,DNPyM,Municipal,,300492
Espacios de Exhibición Patrimonial,Museos,Chaco,Las Breñas,Museo Municipal Del Inmigrante,Vedia y Rivadavia,,3722,364,462 340,,,DNPyM,Municipal,,300493
Espacios de Exhibición Patrimonial,Museos,Chaco,Las Palmas,Museo Y Archivo Histórico Ricardo Y Carlos Hardy,Inmueble de Las Ex Instalaciones de la Empresa Las Palmas del Chaco Austral S.A.,,3518,3722,452 738,,,DNPyM,Provincial,,300501
Espacios de Exhibición Patrimonial,Museos,Chaco,Margarita Belén,Museo Del Cooperativismo Juan Pellizardi,Planta Urbana,,3505,3722,452 738,,,DNPyM,Provincial,,300539
Espacios de Exhibición Patrimonial,Museos,Chaco,Presidencia Roca,Museo Municipal Benjamín Victorica,Capitán Solari y Av. Victorica,,3511,,,,,DNPyM,Municipal,,300620
Espacios de Exhibición Patrimonial,Museos,Chaco,Presidencia Roque Sáenz Peña,Museo De Los Paisanos Checoslovacos Jan Osycka,,,3700,,,,,DNPyM,Privada,,300621
Espacios de Exhibición Patrimonial,Museos,Chaco,Presidencia Roque Sáenz Peña,Museo Histórico De La Fundación,Av. 1 Entre 4 y 6,,3700,364,443 1550,,,DNPyM,Municipal,,300622
Espacios de Exhibición Patrimonial,Museos,Chaco,Presidencia Roque Sáenz Peña,Museo Histórico De La Ciudad,Av. Sarmiento y Pasaje Centenario,,3700,,,,,DNPyM,Mixta,,300623
Espacios de Exhibición Patrimonial,Museos,Chaco,Puerto Tirol,Museo Del Tanino,,,3505,362,449 2129,,,DNPyM,Municipal,,300641
Espacios de Exhibición Patrimonial,Museos,Chaco,Quitilipi,Museo Aborigen René James Sotelo,"Antártida Argentina, Esq. Av. Sarmiento",,3530,3722,480 462,,,DNPyM,Privado,,300647
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,"Sitio Histórico, Casa Y Museo Luis Geraldi",Santa Fe 3100 . Villa Elba,,3500,362,446 8577,,,DNPyM,Provincial,,300670
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo De Las Esculturas Urbanas Del Mundo (Museum),Av. de Los Inmigrantes 1001,,3500,362,441 5020,,,DNPyM,Privada,,300671
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo De La Memoria,Marcelo T. de Alvear 32,,H3500ACB,362,445 3223,,,DNPyM,Provincial,,300672
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo De Medios De Comunicación  Raúl Berneri,Carlos Pellegrini 213,,H3500CDE,362,445 3145,,,DNPyM,Provincial,,300673
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Fogón De Los Arrieros,Brown 350,,H3500AFH,362,442 6418,elfogondelosarrieros@hotmail.com,,DNPyM,Privada,,300674
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo Del Títere Tibi,Vedia 547,,H3500BMK,362,442 1054,,,DNPyM,Privada,,300675
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo - Espacio Resistencia,Hipólito Irigoyen 1875,,3500,362,443 9315,,,DNPyM,Privada,,300676
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo Malvinas Chaco,"Av, Alberdi 2100",,H3506KLZ,362,444 6570,,,DNPyM,Privada,,300677
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo Del Hombre Chaqueño Prof. Ertivio Acosta,Juan B. Justo 280,,H3500ATF,362,445 3005,museohchaqueno@gmail.com,,DNPyM,Provincial,,300678
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo De Bellas Artes René Brusau,M. T. de Alvear 90,,H3500ACB,362,445 3054,,,DNPyM,Provincial,,300679
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo Regional De Antropología Juan A. Martinet,Avda. Las Heras 727,,H3500COI,362,442 2257,,,DNPyM,Nacional,1909,300680
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo Histórico Regional Ichoalay,Necochea 456,,H3500BOJ,362,445 3802,museoichoalay@hotmail.com,,DNPyM,Provincial,1953,300681
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo De Ciencias Naturales Augusto G. Schulz,Carlos Pellegrini 800,,H3500CDP,362,442 3864,museoschulz@yahoo.com.ar,,DNPyM,Provincial,1965,300682
Espacios de Exhibición Patrimonial,Museos,Chaco,Resistencia,Museo Policial Del Chaco Carlos Chiesanova,Julio A. Roca 233,,H3500ASE,3722,423 504,,,DNPyM,Provincial,1981,300683
Espacios de Exhibición Patrimonial,Museos,Chaco,San Bernardo,Museo Florentino Ameghino,Ex Ruta 95,,3726,3735,496 099,,,DNPyM,Provincial,,300760
Espacios de Exhibición Patrimonial,Museos,Chaco,Villa Ángela,Museo Histórico Municipal De Villa Ángela,Sarmiento y Marcelo T. de Alvear,,3540,,,,,DNPyM,Municipal,,300980
Espacios de Exhibición Patrimonial,,Chaco,Resistencia,Casa. Museo y Sitio Historico Luis Geraldi,Pasaje Santa Fe 3100. 3500 Fontana. Argentina,,3500,3624,765760,comunicacionpatrimoniochaco@gmail.com,HTTP://WWW.MUSEOGERALDICHACO.BLOGSPOT.COM,RCC,s/d,0,301100
Espacios de Exhibición Patrimonial,,Chaco,Resistencia,Museo de Medios de Comunicación,Carlos Pellegrini 219,,,,,,,RCC,s/d,0,301101
Espacios de Exhibición Patrimonial,Museos,Chubut,28 de Julio,Museo Tecnológico De La Localidad,"Ruta Nº 10, Ch. 338",,U9107XAD,280,449 2251,municipalidad28dejulio@yahoo.com.ar,,DNPyM,Municipal,,300002
Espacios de Exhibición Patrimonial,Museos,Chubut,Camarones,Museo De La Familia Perón,Estrada 467,,U9111AJI,297,496 3014,museoperon.camarones@gmail.com,,DNPyM,Provincial,2008,300078
Espacios de Exhibición Patrimonial,Museos,Chubut,Comodoro Rivadavia,Museo Chalet Huergo,Ruta Nacional N° 3 S/N Frente al Camino del Centenario,,9000,297,455 0225,,,DNPyM,,,300271
Espacios de Exhibición Patrimonial,Museos,Chubut,Comodoro Rivadavia,Museo Ferroportuario,Av. Rivadavia y 9 de Julio,,U9000AKQ,297,447 3330 INT. 7616,ferroportuariocomriv@yahoo.com.ar,,DNPyM,,,300272
Espacios de Exhibición Patrimonial,Museos,Chubut,Comodoro Rivadavia,Museo Histórico Militar Chacabuco,Km 11 S/N,,9000,297,454 9272,,,DNPyM,Nacional,2005,300273
Espacios de Exhibición Patrimonial,Museos,Chubut,Comodoro Rivadavia,Museo Nacional Del Petróleo,Avda. Petrolero San Lorenzo N° 203 - B° Gral. Mosconi,,U9005ITG,297,455 9558,,,DNPyM,Nacional,1987,300274
Espacios de Exhibición Patrimonial,Museos,Chubut,Comodoro Rivadavia,Museo Regional Patagónico Prof. Antonio Garcés,Rivadavia y Chacabuco,,U9000AKZ,297,447 7101,,,DNPyM,Municipal,1988,300275
Espacios de Exhibición Patrimonial,Museos,Chubut,Cushamen,Museo Histórico Regional,Libertad S/N,,9211,2945,470 746,cushamen@chubut.gov.ar,,DNPyM,,,300328
Espacios de Exhibición Patrimonial,Museos,Chubut,El Hoyo,Museo Histórico Regional El Hoyo,Paseo de Los Pobladores,,9211,2944,471 514,,,DNPyM,,,300341
Espacios de Exhibición Patrimonial,Museos,Chubut,El Maitén,Museo La Trochita,Pelegrini 842,,U9210CMH,2945,495 190,,,DNPyM,Provincial,2004,300342
Espacios de Exhibición Patrimonial,Museos,Chubut,Esquel,Museo Histórico Esquel,Mitre 524 (Esq. San Martín),,U9200DPJ,2945,451 929,,,DNPyM,,,300354
Espacios de Exhibición Patrimonial,Museos,Chubut,Esquel,Museo De Culturas Originarias Patagónicas,Paraje Boquete Nahuelpan - Estación del Ferrocarril,,9200,2945,451 929,culturaesquel@esquel.gov.ar,,DNPyM,Municipal,2004,300355
Espacios de Exhibición Patrimonial,Museos,Chubut,Esquel,Museo Lituano Olgbrun,"Los Ñires 1038, Villa Ayelén",,9200,2945,450 536,olgbrun@ciudad.com,,DNPyM,Privada,2007,300356
Espacios de Exhibición Patrimonial,Museos,Chubut,Esquel,Museo De Pintura Naif,Av. Alvear y Fontana. Centro Melipal,,U9200BDU,2945,457 154,,,DNPyM,Municipal,1994,300357
Espacios de Exhibición Patrimonial,Museos,Chubut,Facundo,Museo Regional Los Tamariscos,Ruta Nacional 40,,U9031XAC,2945,453 686,,,DNPyM,Privada,1987,300358
Espacios de Exhibición Patrimonial,Museos,Chubut,Gaiman,Museo Antropológico,Lucero S/N,,9105,280,449 1571,informes@gaiman.gov.ar,,DNPyM,,,300379
Espacios de Exhibición Patrimonial,Museos,Chubut,Gaiman,Museo Casa Del Poeta,Almirante Brown 328,,U9105AEF,280,449 1049,patriciaalvarezherreroinfovia.com.ar,,DNPyM,,,300380
Espacios de Exhibición Patrimonial,Museos,Chubut,Gaiman,Museo Primera Casa,J.C. Evans,,9105,280,449 1571,informes@gaiman.gov.ar,,DNPyM,,,300381
Espacios de Exhibición Patrimonial,Museos,Chubut,Gaiman,Museo Histórico Regional,28 de Julio 705,,U9105ABK,280,449 1063,,,DNPyM,Privada,1965,300382
Espacios de Exhibición Patrimonial,Museos,Chubut,Gobernador Costa,Museo Regional Casique Valentín Sayhueque,San Martín y Perito Moreno,,9223,2945,491 100,,,DNPyM,,,300391
Espacios de Exhibición Patrimonial,Museos,Chubut,Leleque,Museo Leleque,"Ruta Nacional 40, Km 1440. Estancia Benetton",,U9217XAA,2945,452 600 INT. 24,,,DNPyM,Privada,2004,300509
Espacios de Exhibición Patrimonial,Museos,Chubut,Los Altares,Museo De Mineralogía,Ruta Provincial 25,,U9207XAF,280,449 9000,,,DNPyM,,,300519
Espacios de Exhibición Patrimonial,Museos,Chubut,Puerto Madryn,Museo Gemas,San Luis 805,,U9120BKC,280,447 0773,francominerales@hotmail.com,www.gemas-madryn.neositios.com,DNPyM,Privada,,300634
Espacios de Exhibición Patrimonial,Museos,Chubut,Puerto Madryn,Museo Del Desembarco,Bulevard Browns S/N,,9120,,,info@puntacuevas.org.ar,www.puntacuevas.org.ar,DNPyM,Privada,2008,300635
